Username,Tweet,Sentimen
noval assegaf,jadi bukan bapak yang putuskan pak jokowi perpanjangan ppkm darurat harus diputuskan dengan jernih https zpgnigqpst, positif
giri pratomo, tribunnews jika memang bapak tulus ingin meminta maaf tidak cukup dengan kata kata saja tapi juga harus ikuti dengan mengambil langkah konkrit yaitu dengan men stop ppkm darurat karena sudah terbukti lapangan ppkm darurat gagal total, positif
kumparan,ketua asosiasi pengelola pusat belanja indonesia appbi alphonzus widjaja mengaku saat ini pemutusan hubungan kerja phk pegawai sudah tidak bisa dihindari pihaknya telah melakukan tiga skema pengurangan pegawai topnews https ub50rshlxr https lszrh8ivhm, negatif
bambang haryo soekartono,gerindra bantuan pemerintah diperlukan agar warga patuhi ppkm darurat https mfj56eatrw, positif
wendi sebayang_@98🇮🇩,opung yang minta maaf itu seharus nya pimpinan diatas opung ppkm darurat tak optimal luhut minta maaf seluruh rakyat https nzqmnfzrth, positif
mas ergi,big respect sama opung luhut terima kasih mau berbesar hati meminta maaf pelaksanaan ppkm darurat kurang optimal luhut minta maaf https pxg9hkckjc via katadatacoid, positif
channel-indonesia.com,dandim 0806 bersama kapolres trenggalek sidak pos chek point ppkm darurat ditemukan warga pengendara mobil tidak bermasker https rlzfpnqbzm, negatif
ryan,akhirnya yaa ada kesadaran pertama kali kayaknya liat pemerintah minta maaf karena becus ngurusin pandemi yang minta maaf opung luhut lagi wkwkwk https kvtqgbqptd, positif
bambang haryo soekartono,kasus covid naik terus bhs tinjau ulang ppkm darurat dan vaksin sinovac https qco9w04hny, negatif
elshinta bandung,presiden jokowi menilai penyekatan ppkm darurat perlu dievaluasi apakah efektif menurunkan kasus covid atau tdk presiden melihat terminal pulo gadung amp perkampungan msh ramai hal itu disampaikan presiden pada ratas evaluasi ppkm darurat istana merdeka jum https znxty4ylul, positif
antarasumsel.com,wali kota palembang pertimbangkan penerapan ppkm darurat https hnbsxpwkij, positif
syiv💙, areajulid pemerintah udah lakuin ppkm darurat kita sebagai warga negara harus taat prokes juga jangan keluyuran kemana mana selebgram selebgram tuh nyuruh stay safe rumah aja postingan nya keluar kota negeri hdehhh pulang pulang positif covid, positif
#nkri,https c2w0anyo40 menteri sosial mensos tri rismaharini menerima sejumlah aduan dari warga yang tak mendapatkan bantuan sosial bansos selama ppkm darurat, negatif
okezone,sosiolog kita harus kompak ppkm darurat untuk keselamatan bersama lengkapcepatberitanya beritaterkini berita news beritanasional https kz3g048hc3, positif
fraksi gerindra dpr ri,gerindra bantuan pemerintah diperlukan agar warga patuhi ppkm darurat https mswzpxv2cz, positif
pusat penerangan tni,panglima tni meninjau posko ppkm darurat gudang obat dan pelepasan bantuan sembako bagi masyarakat terdampak ppkm darurat yang diterima secara simbolik oleh babinsa dan bhabinkamtibmas gedangan sidoarjo jawa timur tni p5tni bersamalawancovid19 ppkm https dhxj6ficuz, positif
kompas.com,diskon listrik diperpanjang hingga akhir 2021 dalam rangka memberikan bantuan sosial kepada masyarakat dalam masa ppkm darurat https ejjteyuhwv, positif
vivacoid,sedang ppkm darurat spa plus plus medan operasi sampai dini hari https s9g4aahazy, negatif
gosumbarcom,kapolri percepat distribusi bansos ppkm darurat warga https jnovmmphjs, positif
#2019prabowopresiden,gerindra bantuan pemerintah diperlukan agar warga patuhi ppkm darurat https mefp60bqlt, positif
edy siregar, pemerintah akan berikan bansos tambahan sebesar triliun untuk masyarakat yang akan dikucurkan segera oleh menkeu dan mensos kata luhut kumparannews https 3atmqkjq6y, positif
ivoox indonesia,keputusan perpanjangan ppkm darurat ditentukan hari lagi https 25xnyz98yp, netral
pilarnesia.com,gerindra bantuan pemerintah diperlukan agar warga patuhi ppkm darurat https 1vff2oopwu, positif
chelsea ariani, cnnindonesia pengalamanku terjaring razia ppkm hari ini ternyata ppkm darurat itu intinya cuma nanyain surat vaksin, netral
liam g,slesai kegiatan swab antigen gratis sore ditemenin emhatot kurniaven amp pinjem mbl sibakiakungu lgsg ambil paket sembako untuk teman amp cleaning service mrk cth salah satu pekerja terdampak ppkm darurat dan byk lainnya terimakasihorangbaik gotongroyong https vlqszxrem6, positif
kompas.com,luhut berjanji pemerintah akan terus bekerja keras sehingga penularan covid akibat varian delta dapat diturunkan https vz3gx9i4cm, positif
☀️apriyaldi☀️,ppkm darurat dri pada rebahan mulu rumah mending mainlah batu tulis munjul https v4mvpkdot6, netral
mustari, chusnulch   turut prihatin tapi tetap jaga prokes harus pake masker mbaknya inilah indonesia ppkm darurat saya juga keberatan sbg warga juga harus disiplin, positif
toli toli, null evaluasi ppkm darurat mendagri tito karnavian perlu upaya upaya extra ordinary https dwivemfs66, positif
kezia karamoy, null evaluasi ppkm darurat mendagri tito karnavian perlu upaya upaya extra ordinary https hobghwwgoi, positif
masnan, areajulid tempat ppkm darurat tapi mall ditempat kerja buka dan belum ada tindakan dari pemerintah atopun satgas setempat cepu pemkot tapi takut identitas nanti dikasi liat, netral
diskominfo bangkalan,aktivitas pasar ditengah ppkm darurat tetap buka disdag tetap patuhi prokes https gxn1iou8ao informasibangkalan, positif
genpi.co,keputusan pemerintah memperpanjang ppkm darurat membuat aktivitas masyarakat semakin terbatas ppkmdarurat https r96xfzjkyl, negatif
humas polsek kemangkon,polres purbalingga menggelar bakti sosial serentak bagi masyarakat terdampak covid dan ppkm darurat https dkzzfhitb2, positif
arcilla,dukung pendekatan humanis aparat dalam menerbitkan ppkm darurat vaksin vaksinasi vaksinasinasional ayovaksin lawancovid19 bersatulawancovid19 gerakanberbagiuntukwarga https bjnfrmd3el, positif
kejaksaan negeri indramayu,https 0wqb4tita2 indramayu yang diwakili oleh kasubagbin zulfikar menghadiri rapat evaluasi pelaksanaan ppkm darurat wilayah kabupaten kota jawa barat secara virtual yang dilaksanakan indramayu comand center kejaksaan jaksa agungri kejaksaanrb kejati https maifazxrey, positif
ndukla🇮🇩,presiden jokowi mengatakan percepat penyaluran bansos dan tambah paket bantuan obat gratis bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https m1gzh8kivm, positif
humasgembong_15,pemeriksaan dan penindakan angkutan bus antar kota antar propinsi terhadap kru dan penumpang yang tidak mematuhi protokol kesehatan dan ketentuan ppkm darurat covid wilayah kabupaten pati ingatpesanibu memakai masker mencuci tangan pakai sabun menjaga jarak https kxqgqe0gvk, positif
polsektirto,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid baik terdampak secara kesehatan maupun secara ekonomi https ioae7ixohq, positif
nina,ayo rumah saja lindungi diri dan keluarga dengan patuh ppkm darurat vaksin vaksinasi vaksinasinasional ayovaksin lawancovid19 bersatulawancovid19 gerakanberbagiuntukwarga https m8izs56pwp, positif
erwin007, dennysiregar7 jokowi cukup kah 300 bln dlm kondisi ppkm darurat spt ini amp bantuan pun turun jelang tgl juli 2021 mungkin rakyat bisa menghindar dari covid mati krn kelaparan, negatif
didit istiawan,presiden jokowi menyampaikannya saat memimpin rapat terbatas melalui konferensi video mengenai evaluasi ppkm darurat dari istana merdeka jakarta pada jumat juli 2021 https l1730vq6m2, netral
colenak, olietamami lizaariani5 mulai ppkm mikro rakyat ikut pelanggarnya berkaitan rumah ibadah negara tolol tarik ppkm darurat membuat org waras taat prokes punya penghasilan makan menjadi lebih buas ngentot2ama smua, negatif
phoenix birds,ppkm darurat wilayah jawa bali akan diperpanjang sampai one piece tamat, negatif
bene,gasuka memenya soalnya ppkm darurat bukan lelucon buat banyak orang https lnvc8aubqw, positif
#akucahmagetan,pemberlakuan pembatasan kegiatan masyarakat darurat kegiatan sholat idul adha dan takbir keliling magetan ditiadakan https 4ftjhxsynm, netral
fraksi gerindra dpr ri,ahmad muzani bantuan pemerintah diperlukan agar warga patuhi ppkm darurat https cychspgqxw, positif
kota bojonegoro,fyi lur selama ppkm darurat oleh dua minggu kasus aktif covid nang bojonegoro durung tau mudun mundak terus tetap ati2 lan waspada yaa https lt9cde7hcx, positif
mieldoank, kurawa bang pernah distop penyekatan tanyain sertifikat vaksin pekerja bangunan gaji 100rb hari anak empat balikin krn sertifikat vaksin target vaksin belum tercapai 100 aturan sudah keburu terbit sapa tanggung jwb keluarganya case kecil efek ppkm darurat, negatif
beritaislam.org,ppkm darurat belum optimal luhut saya minta maaf kepada seluruh rakyat indonesia https yrirtgas31, positif
20detik,luhut minta maaf jika ppkm darurat belum optimal https wqzmzttem3, positif
ⓙⓞⓔⓛ | ⓒⓞⓥⓘⓓ, teddygusnaidi kadrun awal2 covid minta lockdown sekarang diterapkan ppkm darurat tetibaan menolak hati dan pikiran kadrun senang dengan keributan, negatif
elshinta tegal,presiden jokowi minta evaluasi pos penyekatan saat ppkm darurat elshintaweekend https le099dyelm, positif
hoy,ppkm darurat diperpanjang sampai ikatan cinta tamat, negatif
tukang sayur, stevaniehuangg bukan ppkm darurat saja blum optimal penanganan covid dari awal juga tdk optimal, negatif
media_kalbar,ppkm darurat diperpanjang gerindra minta pemerintah segera salurkan bantuan masyarakat terdampak https bhmyvygqwa, positif
yoga pras,bansos dan tambah paket bantuan obat gratis semua sebagai jaring pengaman saat ppkm darurat harus tepat sasaran jangan sampai yang berhak tapi dapat bantuan pak jokowi menggambarkan bagaimana ppkm berjalan anaks1ngkong anaklolina2 emillyluwita46  leonsr  widyarenee https fwhrrou66v, positif
tom & jerry #vaccinated, dkijakarta spiicyspice mohon dicek juga saya min capek sebenernya minta tolong terus tapi kalau penegakan ppkm darurat cuma anget2 tai ayam saya akan terus komplain, negatif
leonardo rio,ppkm darurat nak sekarang dunia lagi ngga baik baik aja kamu klo bsk dunia udah normal gunain waktu sebaik baiknya oke, positif
digustible,psbb ppkm mikro ppkm darurat ppkm jembutlah, negatif
rahmadino ridho, deaftwitter alhamdulillah senang banget liat teman teman tuli berani speak soal ppkm darurat yuk bisa yuk tuli harus berani menyampaikan dan mengingatkan masukan positifnya untuk indonesia salingjaga salingedukasi salingreminder ppkmdarurat ppkm indonesiapastibisa, positif
sound of yogi, fwbess selama ppkm darurat udah 19x itu dari awal, netral
eghar anugrapaksi,permintaan maaf komandan ppkm darurat adalah kata maaf pertama yang diucapkan pemerintahan kita selama tahun pandemi berjalan mengapresiasi kebesaran hati pak luhut menunggu komitmen perubahan lebih dari sekedar kata maaf semangat terus kita semua, positif
sinar harapan,menteri koordinator bidang kemaritiman dan investasi luhut pandjaitan mengakui bahwa pelaksanaan ppkm darurat selama hari terakhir belum efektif menekan angka penularan covid https jqa7krgzgr salahlangkahppkmdarurat https zuprwatpp7, positif
humas polsek krucil, covid 19 bansos indonesia presiden indonesia joko widodo jokowi menginstruksikan kepada jajaran tni polri untuk segera menyalurkan bantuan sosial bansos ppkm darurat kepada masyarakat yang terdampak seluruh indonesia menindaklanjuti instruksi https egesku0dyv, positif
komisi wasit,mau ngasih lapak jualan lagi nih buat kalian yang sedang kesusahan pada masa ppkm darurat saat ini silahkan tulis jualan kalian reply bawah sini gratis cukup kasih hestek titiplapakmw nanti dibantu retweet semangat berjuang kawan kawan https bb5rijikzn, positif
koper traveler,ppkm darurat tetap semangat stay positif tujuan nya buat kebaikan bersama, positif
tmc polres metro bekasi kabupaten, polri lakukan pembatasan mobilitas masyarakat pada masa ppkm darurat kawasan pecenongan ruko roxy cikarang baru arus lalin dialihkan dihimbau kepada masyarakat untuk tetap menjaga prokes amp mengurangi mobilitas tmcpoldametro https lpdgx51vgj, positif
polsekpekalonganselatan,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid semoga bantuan sosial yang diberikan ini dapat meringankan beban masyarakat yang terdampak covid https t9lofrhgfg, positif
polsekpekalonganselatan,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid semoga bantuan sosial yang diberikan ini dapat meringankan beban masyarakat yang terdampak covid https vzhntbs5zt, positif
tata.,ppkm darurat diperpanjang smpe ons, netral
polsekpekalonganselatan,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid semoga bantuan sosial yang diberikan ini dapat meringankan beban masyarakat yang terdampak covid https 4u1zs2hmx1, positif
hmmurahmurahhm,ppkm darurat tak diberikan kompensasi jadup rakyat kecil cari makan jln diadu pertikaian aparat keamanan dgn rakyat dimana2 kartu vaksin jelas syarat perjalanan berapa jml rakyat sdh divaksin wakil2 rakyat blm semua apalagi wongcilik https 8cdvntpupj, negatif
amegid,wings gandeng empat korem bagikan 1500 ton beras bagi warga terdampak ppkm darurat https 3wvtlffqvb, positif
#buzzernkri,presiden jokowi mengatakan perpanjangan ppkm darurat hrs dievaluasi amp diputuskan secara jernih keputusan perpanjangan jgn sampai keliru kata jokowi saat menyampaikan pengantar pada ratas evaluasi ppkm darurat dalam video yang diunggah sabtu 2021 youtube sekpres https egfq5m9puo, positif
tmc polres wonogiri,penyekatan ppkm darurat covid jawa bali pos chek point jembatan timbang nambangan selogiri dalam rangka mengurangi mobilitas masyarakat cegah penyebaran covid sabtu 2021 https swwdo2qmzv, positif
m. idris daulat,luhut minta maaf ppkm darurat belum optimal https kmnwtmxbn2, positif
pemuda indonesia,luhut minta maaf ppkm darurat belum optimal https wga2gqq1yc, positif
#akucahmagetan,kapolres didampingi dandim 0804 magetan pimpin apel pendistribusian bansos warga terdampak pemberlakuan pembatasan kegiatan masyarakat darurat https bmlxc2nlek, positif
media indonesia,rayakan idul adha sehat dan aman dengan patuhi ppkm darurat https qtz7b7asus, positif
abah_abud,disaat rawan pandemi virus covid banyak manusia bodoh teriak hentikan ppkm darurat tanpa memberi solusi banyak pula orang bodoh pura2 pintar teriak agar jokowi mundur lalu siapa penggantinya aku yakin kalian tak akan mampu mengelola dan mensejahterakan rakyat, negatif
senkom papua,darurat diantaranya ialah para pedagang kaki lima pkl meskipun tidak seberapa namun bantuan ini dimaksudkan untuk meringankan kesulitan warga masa ppkm darurat ini sambung kapolres, positif
oyong liza piliang,https tsm8cgfzgk pariaman ppkm darurat objek wisata ditutup izin baralek dicabut salat idul adha hingga jam malam, negatif
senkom papua,polres kab pati melakukan bakti sosial pada warga kabupaten pati yang saat ini terdampak pandemi covid serta tengah pelaksanaan ppkm darurat penyerahan bantuan tersebut dilaksanakan secara simbolis halaman mapolres pati sabtu juli 2021 https js6rpkaf86, positif
vnn.co.id,implementasi ppkm darurat tidak akurat achmad fathoni perlakukan masyarakat dengan manusiawi https 18qgkicclq, negatif
love&peace, teddygusnaidi ini keadaan darurat nyawa masyarakat yang utama bahkan kalau memang harus lockdown dilakukan tugas negara menjamin rakyatnya tidak kelaparan epidemologi katakan harus turun pasien covid rumah sakit baru ppkm dihentikan, positif
penyapu kritik, areajulid kinerja kalian udh bagus ppkm darurat waduuh bagus banget bos smpk usa aja kalah tuh nglakuin ppkm darurat gaada angkut meja pukul ibu hamil pokoknya terbes deh ppkm nya jadi ngapain deh minta maaf, negatif
qib 🇮🇩 🇵🇸,keajaiban apakah ini varian baru https a4mlstrz7z, netral
asal jeplak,ppkm darurat bakal diperpanjang ini dampaknya pasar saham https rzaoatn0zc, negatif
polres pasuruan kota,bantuan sosial pemerintah ppkm darurat polres pasuruan kota polripresisi presisi jawatimurbangkit jogopaskot lawancovid19 protokolkesehatan bantuansosialppkmdarurat bantuansosialpemerintah https bhovy5id5u, positif
aman da1 ☆bangga bila dianggap buzzer☆, jokowi pak jokowi genjot vaksinasi dengan wajib vaksin bagi nakes tni polri pns bumn pelaku perjalanan antar daerah tkt dan pelajar mahasiswa pedagang pasar pengurus partai politik dll dengan kewajiban menunjukkan sertifikat vaksin dan hapus ppkm darurat pls, positif
polsekpanongan_polreskotatangerang,polsek panongan polresta tangerang menggelar operasi yustisi dan pembagian masker dalam rangka pemberlakuan ppkm darurat kegiatan dilaksanakan pertamina desa panongan kecamatan panongan sabtu 2021 multimedia poldabanten humaspoldabanten divisihumaspolri https gdku8dw8py, positif
heri suwondo,perusahaan asing non esensial dapat perlakuan istimewa masa ppkm darurat dapat izin pusat https fjju9esvsu, negatif
mientvanthat web's,kisah pilu parbetor medan terdampak ppkm darurat butuh bantuan https ce2fkubpn5 https hwopn9hbpr, negatif
suaradotcom,dari lubuk hati yang paling dalam saya ingin minta maaf kepada seluruh rakyat indonesia jika dalam ppkm jawa dan bali ini belum optimal kata luhut https hh8gd7rvrh, positif
pikiran rakyat,viral detik detik polsek tanah abang bubarkan pedagang terkait ppkm darurat pilih cara humanis https bzms8agcbc viral videoviral bubar pedagang dibubarkan cara humanis sembako petugas polisi polpp aksihumanis ppkm ppkmdarurat, positif
detikcom,ppkm darurat dinyatakan pemerintah berhasil menurunkan mobilitas warga meski begitu perlu waktu lebih panjang lagi agar penularan covid bisa diturunkan https u2wdp9sj6k, positif
mendoan anget,pakar usul ppkm darurat diperpanjang sampai presiden jokowi menemukan wiji thukul https iay0cb2dqb, negatif
cnbc indonesia,biayai ppkm darurat pemerintah tambah anggaran https uhnc6tzbnkm, positif
syahfatullah,ribut sana sini rakyat harus patuhi ppkm darurat tapi tka alasan gono gini melenggang mulus masuk nkri piye iki salahlangkahppkmdarurat, negatif
tukangkuli_jokowilover,presiden jokowi menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat obatan gratis kepada masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan ppkm darurat https hmq1cvtwoz, positif
hendri satrio,pengumuman pak luhut tentang kelanjutan ppkm darurat diumumkan hari lagi seperti mengkonfirmasi bahwa saat ini pemerintah sulit berkoordinasi ada ketidaksiapan data dan sains dalam urusan covid tapi saya apresiasi maaf pak luhut semoga segera ditemukan way out hensat, netral
inews.id,presiden jokowi meminta aparat yang bertugas wilayah penerapan ppkm darurat untuk bersikap tegas namun santun razia ppkmdarurat satpolpp https c2vgv3beis, positif
jokowi bekerja,petugas ppkm darurat presiden jokowi jangan keras dan kasar tetapi harus tegas dan santun https ulkolnwdtp jokowi kemendagri divhumas polri https hvmnwhqeks, positif
sefriansyah alwi,mungkin sdg dikaji nama selanjutnya misal ppkm darurat final fix rev01 https qwtdgnhzqw, netral
roro ayuu_, yamimamimamimu tutop leh ppkm darurat, netral
meow comrade, areajulid ppkm darurat mutiverse madness ppkm darurat quantumania, negatif
go riau,tuai banyak protes dirlantas ojol boleh lewati penyekatan ppkm darurat https dnjgwvvr5q, positif
beritabuana,dirlantas ojol boleh lewati penyekatan ppkm darurat https lq7wpcijlp https d2o4ufakp1, positif
go riau,kemnaker terus berupaya bendung phk disaat penerapan ppkm darurat https zxtbu6mldr, positif
inews,presiden jokowi meminta aparat yang bertugas wilayah penerapan ppkm darurat untuk bersikap tegas namun santun razia ppkmdarurat satpolpp https xjxe1xpyh2, positif
cah emboh !, haedarns ustadz kalo misal dirumah mengadakan sholat jumat tapi kita lebih memilih untuk dirumah disaat ppkm darurat seperti ini bagaimana hukumnya ustadz, netral
humas kementerian agama magetan,kemenag mengajak umat islam utamanya yang berada zona ppkm darurat serta zona merah dan oranye untuk takbiran dan salat iduladha rumah bersama keluarga inti bersamaan itu berikut disajikan naskah singkat khutbah iduladha 1442 semoga bermanfa https mpzsbfpkrt https uglb3uhxoj, positif
arjuna,mensos risma pastikan kebutuhan nutrisi masyarakat selama ppkm darurat kawalpresidenjokowi https xeeunkubbq, positif
industry.co.id,menko luhut mengungkapkan permohonan maaf kepada seluruh masyarakat indonesia terkait pelaksanaan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat jawa dan bali https xjr8weajs7, positif
wibowo adv,hampir minggu buka kuasa allah pendapatannya naik terus semoga berkah usaha baru ppkm darurat banyak peluang guys https m8iep8venb, positif
lamongan today,masyarakat menjerit akibat ppkm darurat luhut akui pendapatan menurun ini bukan pilihan mudah https alo7cyvjzz, negatif
shida ayuo 。,selama ppkm darurat ini ngantor cuma seminggu temen kantor ada yang beli beli lemari beli rak diem kamar mulu semoga semua sehat selalu, netral
satintelkam res pkl kota,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid https cbhdd5ogzf, positif
polres jembrana,kegiatan penyekatan msyarakat masuk kota dalam rangka ppkm darurat https ecvee7kskj, netral
polsek gajahmungkur,dalam kegiatan bakti sosial tersebut polri mengimbau masyarakat untuk tidak keluar rumah selama ppkm darurat percepatdistribusibansos berbagi disaat pandemi https mrq8r27inb, positif
kodim 1626/bangli,pembagian masker pemasangan stiker isolasi mandiri dan ppkm darurat wilayah kintamani korem163wsa kodam9udayana tni ad puspen tni puspen ad bangli infobali cucitangan pakaimasker jagajarak vaksinasicovid19 https fvn8qubufo, positif
h. moch.herianto mm ( ليس سحلية ),pak jokowi sbg warga saya punya pendapat dan masukan buat setkabgoid ini sudahi sadja ppkm darurat buat aturan soal kerumunan sadja jika ada kerumunan tindak tegas bebaskan umkm terhadap ppkm penting jng berkerumun tegas dlm penggunaan masker https uppfjn5vvz, positif
eliya_mkom,konferensi pers virtual evaluasi pelaksanaan ppkm darurat https mt4ufcyri7 https bly10dkjyt, netral
satintelkam res pkl kota,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid https ujrbymszqj, positif
jabar ekspres,pkb cimahi lakukan aksi sosial tengah ppkm darurat https qlpwtwslzq, positif
eko suryanto,petunjuk teknis pelaksanaan kurban tahun 2021 diwilayah ppkm darurat tahun 2021 https nn49gvfd9h, netral
agustina dwi jayanti,ppkm darurat memang untuk menekan penyebaran covid tegas boleh tapi gak semena mena jokowi https g3kqm0osz9, positif
ayu shifana,selama masa ppkm darurat kita tetap bisa beribadah dari rumah ppkm pulihkan bangsa https qvcrwwqzo6, positif
kyouyadi, haikayin infomieayamyk bantul masih zona merah ppkm darurat mbok jangan terang terangan promo makan tempat take away kan masih bisa, positif
lampungtujuh_com,langgar ppkm darurat belasan terapis cantik diciduk spa furla https sfsho9ccqx, negatif
mako mandau,wali kota bersama dandim dan kapolresta pontianak salurkan bantuan ppkm darurat bagi warga yang terdampak langsung tniadmengabdidanmembangunbersamarakyat pendim1207ptk tmmd111kodim1207ptk https byerzieerl, positif
kemenko bidang kemaritiman dan investasi, ditamoechtar  untuk timmarves yang ingin tahu lebih lanjut terkait konferensi pers virtual mengenai evaluasi ppkm darurat hari ini bisa cek sini https yeghwdjeaf, netral
wintergarden ❄️, sahabatantasid pakar usul ppkm darurat diperpanjang sampai sotong bisa berenang dalam segelas thai tea, netral
klub pers dimensi,meskipun sudah diberlakukan ppkm darurat sejak awal juli namun angka pertambahan kasus baru covid indonesia sangat mengkhawatirkan dengan pertambahan 757 kasus baru covid https lnnstaeoev, negatif
tni ad,pangdam dan kapoldasu salurkan bansos untuk pelaku usaha terdampak ppkm darurat tniadmengabdidanmembangunbersamarakyat https qsacdovx08, positif
pelayanan skck polres sinjai,dalam pelaksanaan ppkm darurat ini bantu masyakarat dengan sungguh sungguh lakukan pendataan dan segera distribusikan bantuan berikan pengabdian terbaik bagi masyarakat polripresisi kapolri listyosigitprabowo kapoldasulsel zonaintegritas wbk wbbm ditintelkampoldasulsel https fnxsdu691r, positif
klub pers dimensi, indonesia juara dunia kasus baru covid   mulai dari tanggal juli 2021 pemerintah memutuskan adanya ppkm darurat jawa bali ppkm juga direncakan akan diperpanjang hingga juli 2021 https usucjbvfud, negatif
kompas.com,rencana perpanjangan pemberlakukan pembatasan kegiatan masyarakat ppkm darurat akan diputuskan dalam dua hingga tiga hari depan https o4erdjodcj, netral
sekretariat negara, presiden juga menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat obatan gratis kepada masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan ppkm darurat, positif
kompas.com,luhut menegaskan kebijakan ppkm darurat dilakukan untuk menurunkan mobilitas dan aktivitas masyarakat guna mengendalikan varian delta https nxtdrjuoyo, positif
andri ra_______,ada benarnya nih ppkm darurat diperpanjang sampai one piece tamat https kix4kyk39k, negatif
sekretariat negara, presiden meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras dan kasar menurutnya para aparat seharusnya bersikap tegas dan santun dalam mengatur masyarakat maupun para pedagang, positif
sekretariat negara, presiden jokowi memimpin rapat terbatas secara virtual mengenai evaluasi ppkm darurat dari istana merdeka jakarta pada jumat juli 2021 foto bpmi setpres rilispresiden https 8koriezq7x, positif
suaradotcom,bapak presiden telah memerintahkan kami para menterinya untuk memberikan bantuan guna meringankan beban ppkm darurat kata luhut https vesrbqwu2c, positif
nyamuk,kalian setuju ppkm darurat diperpanjang, netral
satlantas polres purbalingga,penyekatan kendaraan yang mengarah exit tol pemalang dan pemasangan stiker sektor kritikal dan esensial selama ppkm darurat covid19 ppkmdarurat polantaspupurbalingga amp https qh0qvtt8s1, positif
tuit tangerang,koramil cikupa gelar ppkm darurat putar balik kendaraan, positif
ayges,ppkm darurat diperpanjang sampai manapun dirimu kucintai, negatif
pt. jasamarga, wib tol japek karawang barat 200 arah jakarta diberlakukan penyekatan ppkm darurat, positif
inews.id,ppkm darurat jawa bali belum optimal menko luhut minta maaf https ik8utyil6i, positif
fraksi gerindra dpr ri,kami juga mengajak masyarakat untuk bahu membahu mentaati aturan yang telah ditetapkan pemerintah selama ppkm darurat ini pandemi ini adalah musibah yang tentu tidak kita inginkan maka kita perlu bersatu bersama sama pemerintah memerangi covid19 tutup muzani, positif
fraksi gerindra dpr ri,partai gerindra akan terus membantu kerja kerja pemerintah dalam menanggulangi pandemi corona ini termasuk kebijakan memperpanjang ppkm darurat karena hal itu adalah solusi atas masalah ini, positif
humas polsek bojenegoro kota,polri peduli pembagian sembako bagi masyarakat yang terdampak pandemi covid mass ppkm darurat https j0jm1zn4md, positif
fraksi gerindra dpr ri,pendekatan dan komunikasi juga kadang terjadi masalah lapangan inilah yang kemudian sering disalahpahami dari kebijakan ppkm darurat ini ujar muzani yang juga wakil ketua mpr itu, netral
fraksi gerindra dpr ri, ketika psbb suasananya jadi kondusif antara kepatuhan masyarakat dan bantuan pemerintah berjalan beriringan namun dalam ppkm darurat ini ada suasana yang berbeda karena kebutuhan keluarga yang mendesak satu sisi dan upaya mencegah penyebaran covid sisi lain, negatif
fraksi gerindra dpr ri,muzani mengatakan memang ada perbedaan ketika pemerintah menerapkan kebijakan psbb dahulu dengan ppkm darurat sekarang ketika psbb pemerintah menyalurkan bantuan berupa sembako dan uang tunai kepada masyarakat terdampak secara ekonomi, positif
fraksi gerindra dpr ri, bantuan yang akan diberikan untuk mereka akan memberi arti besar bagi ketaatan mereka dalam mentaati ppkm darurat jelas muzani, positif
fraksi gerindra dpr ri,maka upaya untuk memberi bantuan kepada mereka yang terdampak sungguh menjadi penting supaya ketaatan mereka kepada ppkm darurat ini tidak terganggu oleh ketidaktersediaan bahan pangan keluarganya sehingga dapur tetap ngebul kata ketua fraksi gerindra muzanigerindra, negatif
fraksi gerindra dpr ri, langkah yang dilakukan pemerintah berkaitan dengan ppkm darurat termasuk jika nantinya betul dilakukan perpanjangan saya kira itu hal baik utk memutus mata rantai covid namun masyarakat terdampak ini tidak kalah penting utk dpt perhatian akibat dari ppkm darurat ini, netral
fraksi gerindra dpr ri,meski belum ada pengumuman resmi menko pmk muhadjir effendy telah memberikan bocoran mengenai perpanjangan ppkm darurat hingga akhir juli fraksi gerindra dpr meminta pemerintah agar memberi bantuan kepada masyarakat yang terdampak ppkm darurat ini https bjsrzlj7mb, positif
salmin khan,menko pmk sengaja buat kegaduhan ppkm perpanjang dan darurat militer https 36aizrdhlw, negatif
